country,year,infant_mortality,life_expectancy,fertility,population,gdp,continent,region
South Africa,1967,NA,51.68,5.77,20843785,59725342237,Africa,Southern Africa
Spain,1967,32.1,71.39,2.85,32873962,190720551066,Europe,Southern Europe
Sri Lanka,1967,57,63.17,4.73,11661660,3578500632,Asia,Southern Asia
Sudan,1967,97.4,52.9,6.85,9299545,3563272665,Africa,Northern Africa
Suriname,1967,NA,63.49,6.05,350755,NA,Americas,South America
Swaziland,1967,126.5,47.2,6.84,411478,NA,Africa,Southern Africa
Sweden,1967,12.6,74.12,2.27,7870642,115485854142,Europe,Northern Europe
Switzerland,1967,16.9,72.8,2.4,5991681,NA,Europe,Western Europe
Syria,1967,87.4,57.12,7.57,5767478,3104197851,Asia,Western Asia
Tajikistan,1967,NA,60.34,6.69,2659452,NA,Asia,Central Asia
Tanzania,1967,133.5,48.19,6.79,12406040,NA,Africa,Eastern Africa
Thailand,1967,80.8,58.56,6.01,33778500,14963060547,Asia,South-Eastern Asia
Timor-Leste,1967,NA,43.02,6.21,567330,NA,Asia,South-Eastern Asia
Togo,1967,141.8,45.75,6.91,1855445,518584726.7,Africa,Western Africa
Tonga,1967,47.8,63.61,6.59,79048,NA,Oceania,Polynesia
Trinidad and Tobago,1967,46.7,65.41,3.99,925918,4003320233,Americas,Caribbean
Tunisia,1967,141.4,49.42,6.87,4737633,3873194382,Africa,Northern Africa
Turkey,1967,136.6,52.48,5.8,32448404,65561039657,Asia,Western Asia
Turkmenistan,1967,NA,58.02,6.47,2008148,NA,Asia,Central Asia
Uganda,1967,117.2,49.58,7.11,8580632,NA,Africa,Eastern Africa
Ukraine,1967,NA,71.25,2.01,46060456,NA,Europe,Eastern Europe
United Arab Emirates,1967,90.6,58.7,6.78,171781,NA,Asia,Western Asia
United Kingdom,1967,19.1,72.06,2.61,54904680,642023413952,Europe,Northern Europe
United States,1967,22,70.76,2.56,203713082,3452528893825,Americas,Northern America
Uruguay,1967,51.2,68.8,2.83,2750093,11024475409,Americas,South America
Uzbekistan,1967,NA,62.43,6.66,10894306,NA,Asia,Central Asia
Vanuatu,1967,86.6,50.01,6.53,78518,NA,Oceania,Melanesia
Venezuela,1967,51.3,64.22,6.01,10528054,57817155664,Americas,South America
West Bank and Gaza,1967,NA,55.7,8.02,1165200,NA,Asia,Western Asia
Vietnam,1967,59,61.06,6.49,40074695,NA,Asia,South-Eastern Asia
Yemen,1967,247.8,39.01,7.47,5827223,NA,Asia,Western Asia
Zambia,1967,112.9,52.05,7.38,3792864,2257064144,Africa,Eastern Africa
Zimbabwe,1967,76.3,56.04,7.4,4718612,1909037242,Africa,Eastern Africa
Albania,1968,83.5,67.32,5.27,2049147,NA,Europe,Southern Europe
Algeria,1968,148.7,51.49,7.66,13744383,16723776097,Africa,Northern Africa
Angola,1968,NA,40.39,7.38,6066094,NA,Africa,Middle Africa
Antigua and Barbuda,1968,NA,66.41,3.94,63176,NA,Americas,Caribbean
Argentina,1968,58.58,66.47,3.05,23261273,140293429800,Americas,South America
Armenia,1968,NA,70.67,3.45,2394635,NA,Asia,Western Asia
Aruba,1968,NA,68.44,3.23,58385,NA,Americas,Caribbean
Australia,1968,18.2,70.7,2.89,12305530,138244569180,Oceania,Australia and New Zealand
Austria,1968,25.7,70.25,2.59,7433328,73795177759,Europe,Western Europe
Azerbaijan,1968,NA,64.75,4.9,4950977,NA,Asia,Western Asia
Bahamas,1968,25,64.14,3.64,158629,2790951804,Americas,Caribbean
Bahrain,1968,68.2,61.29,6.86,200953,NA,Asia,Western Asia
Bangladesh,1968,151.5,47.83,6.94,61585520,17657496028,Asia,Southern Asia
Barbados,1968,45.1,65.5,3.46,237199,1258517199,Americas,Caribbean
Belarus,1968,NA,72.88,2.38,8874070,NA,Europe,Eastern Europe
Belgium,1968,21.9,70.55,2.36,9589107,97255011947,Europe,Western Europe
Belize,1968,75.5,64.67,6.34,116061,129929752,Americas,Central America
Benin,1968,161.5,42.69,6.67,2788551,791897913.4,Africa,Western Africa
Bhutan,1968,192.1,40.66,6.67,273868,NA,Asia,Southern Asia
Bolivia,1968,150.6,46.69,6.59,4324066,3810638169,Americas,South America
Bosnia and Herzegovina,1968,NA,68.14,3.11,3661642,NA,Europe,Southern Europe
Botswana,1968,91.2,53.23,6.69,650730,210532629.3,Africa,Southern Africa
Brazil,1968,107.4,58.91,5.33,91213009,160097893161,Americas,South America
Brunei,1968,NA,66.54,5.74,118176,NA,Asia,South-Eastern Asia
Bulgaria,1968,37.3,71.3,2.13,8386016,NA,Europe,Eastern Europe
Burkina Faso,1968,150.2,39.3,6.56,5434040,778462514.9,Africa,Western Africa
Burundi,1968,145.9,42.52,7.27,3317315,438333616.9,Africa,Eastern Africa
Cambodia,1968,NA,44.13,6.67,6795514,NA,Asia,South-Eastern Asia
Cameroon,1968,137.3,47.79,6.11,6437157,3118174741,Africa,Middle Africa
Canada,1968,20.2,72.23,2.46,20739031,256456652565,Americas,Northern America
Cape Verde,1968,NA,52.32,6.97,257478,NA,Africa,Western Africa
Central African Republic,1968,142.6,41.84,5.95,1755260,590951707.4,Africa,Middle Africa
Chad,1968,NA,44.54,6.43,3500778,761822089.1,Africa,Middle Africa
Chile,1968,72.7,60.61,4.39,9187592,19952775457,Americas,South America
China,1968,NA,57.87,6.37,765570668,71695709675,Asia,Eastern Asia
Colombia,1968,74.9,62.03,6.05,20905061,27864380352,Americas,South America
Comoros,1968,NA,47.58,7.06,218794,NA,Africa,Eastern Africa
"Congo, Dem. Rep.",1968,NA,47.14,6.16,18913177,6169103240,Africa,Middle Africa
"Congo, Rep.",1968,92.7,52.21,6.21,1259190,821451281.6,Africa,Middle Africa
Costa Rica,1968,63.5,66.35,5.66,1746870,3803666600,Americas,Central America
Cote d'Ivoire,1968,169.9,43.7,7.85,4794399,3821029605,Africa,Western Africa
Croatia,1968,NA,67.87,2.07,4389321,NA,Europe,Southern Europe
Cuba,1968,39.5,68.78,4.31,8413329,NA,Americas,Caribbean
Cyprus,1968,NA,72.19,2.78,598491,NA,Asia,Western Asia
Czech Republic,1968,NA,70.11,1.99,9800665,NA,Europe,Eastern Europe
Denmark,1968,15.2,73.27,2.12,4865343,74483261672,Europe,Northern Europe
Djibouti,1968,NA,50.23,6.74,140461,NA,Africa,Eastern Africa
Dominican Republic,1968,89.3,59.47,6.56,4250026,4037383996,Americas,Caribbean
Ecuador,1968,100.3,58.32,6.34,5730908,4886444434,Americas,South America
Egypt,1968,166.9,51.97,6.14,33252275,18025776785,Africa,Northern Africa
El Salvador,1968,110.1,56.84,6.4,3477702,6526555576,Americas,Central America
Equatorial Guinea,1968,NA,40.48,5.66,288701,NA,Africa,Middle Africa
Eritrea,1968,NA,42.1,6.69,1713846,NA,Africa,Eastern Africa
Estonia,1968,NA,70.7,2.04,1333213,NA,Europe,Northern Europe
Ethiopia,1968,142.4,41.38,6.9,26945459,NA,Africa,Eastern Africa
Fiji,1968,43.9,58.89,4.89,498887,622360093,Oceania,Melanesia
Finland,1968,14.4,69.82,2.15,4589226,43922607785,Europe,Northern Europe
France,1968,16.5,71.66,2.62,50126895,531525932127,Europe,Western Europe
French Polynesia,1968,NA,59.45,5.17,103385,966498474.5,Oceania,Polynesia
Gabon,1968,NA,43.9,4.96,565878,1466549111,Africa,Middle Africa
Gambia,1968,130.5,41.3,5.99,425509,227571802.8,Africa,Western Africa
Georgia,1968,NA,66.6,2.64,4622441,4024252757,Asia,Western Asia
Germany,1968,23.5,70.64,2.28,77611000,NA,Europe,Western Europe
Ghana,1968,120.6,49.46,6.96,8221021,2192070266,Africa,Western Africa
Greece,1968,38.3,70.59,2.36,8682351,49565497480,Europe,Southern Europe
Greenland,1968,NA,64.45,5.85,43100,NA,Americas,Northern America
Grenada,1968,NA,63.91,4.84,94875,NA,Americas,Caribbean
Guatemala,1968,124.2,51.93,6.29,5131461,6156437883,Americas,Central America
Guinea,1968,199,37.37,6.16,4094528,NA,Africa,Western Africa
Guinea-Bissau,1968,NA,45.09,5.3,686155,NA,Africa,Western Africa
Guyana,1968,56,60.43,5.15,680068,489120740,Americas,South America
Haiti,1968,169.8,46.33,5.94,4534233,NA,Americas,Caribbean
Honduras,1968,109.5,53.34,7.38,2552200,2293323844,Americas,Central America
"Hong Kong, China",1968,NA,71.15,3.72,3915095,19647855786,Asia,Eastern Asia
Hungary,1968,41,69.38,1.98,10273730,22236127193,Europe,Eastern Europe
Iceland,1968,13.9,74.12,3.22,199634,2537274841,Europe,Northern Europe
India,1968,146.9,47.21,5.64,530274729,106902463736,Asia,Southern Asia
Indonesia,1968,119.8,51.27,5.56,108821565,23728516741,Asia,South-Eastern Asia
Iran,1968,176.8,50.98,6.62,27032944,33242581511,Asia,Southern Asia
Iraq,1968,88.9,55.24,7.36,9260685,NA,Asia,Western Asia
Ireland,1968,20.7,71.67,3.83,2897541,NA,Europe,Northern Europe
Israel,1968,NA,70.6,3.81,2711303,23519814853,Asia,Western Asia
Italy,1968,32,70.85,2.52,52802703,457720307799,Europe,Southern Europe
Jamaica,1968,47.9,69.99,5.72,1827989,5300657195,Americas,Caribbean
Japan,1968,15.1,71.73,2.05,100988866,1560665211109,Asia,Eastern Asia
Jordan,1968,71.8,59.66,8,1438986,NA,Asia,Western Asia
Kazakhstan,1968,NA,62.53,3.68,12682452,NA,Asia,Central Asia
Kenya,1968,95.2,52.57,8.12,10502250,3182996848,Africa,Eastern Africa
Kiribati,1968,103.2,49.02,6.76,49389,NA,Oceania,Micronesia
South Korea,1968,49.9,59.44,4.73,30204127,51482408205,Asia,Eastern Asia
Kuwait,1968,60,67.8,7.38,639170,NA,Asia,Western Asia
Kyrgyz Republic,1968,NA,59.58,5.03,2814423,NA,Asia,Central Asia
Lao,1968,NA,44.15,5.97,2554843,NA,Asia,South-Eastern Asia
Latvia,1968,NA,70.56,1.85,2326128,4389852362,Europe,Northern Europe
Lebanon,1968,49.1,65.01,5.18,2210965,NA,Asia,Western Asia
Lesotho,1968,137,49.24,5.81,990869,178090769.7,Africa,Southern Africa
Liberia,1968,198.5,38.91,6.62,1348448,956055027,Africa,Western Africa
Libya,1968,107.1,56.69,7.81,1941056,NA,Africa,Northern Africa
Lithuania,1968,23.3,71.68,2.31,3071465,NA,Europe,Northern Europe
Luxembourg,1968,21.3,70.17,2.14,335831,5296930800,Europe,Western Europe
"Macao, China",1968,NA,68.45,2.65,237129,NA,Asia,Eastern Asia
"Macedonia, FYR",1968,NA,65.62,3.11,1672401,NA,Europe,Southern Europe
Madagascar,1968,91.5,46.6,7.32,6232704,2570772457,Africa,Eastern Africa
Malawi,1968,210.8,40.73,7.22,4370664,516386439.5,Africa,Eastern Africa
Malaysia,1968,47.2,64.17,5.17,10375877,11180306434,Asia,South-Eastern Asia
Maldives,1968,186.9,45.48,7.24,109901,NA,Asia,Southern Asia
Mali,1968,200.3,33.07,6.88,5780834,976308004.4,Africa,Western Africa
Malta,1968,27.2,70.98,2.11,304514,NA,Europe,Southern Europe
Mauritania,1968,112.2,48.78,6.8,1083586,617923814.5,Africa,Western Africa
Mauritius,1968,66.5,62.97,4.52,799139,NA,Africa,Eastern Africa
Mexico,1968,82,60.91,6.78,48893607,164289317789,Americas,Central America
"Micronesia, Fed. Sts.",1968,NA,59.73,6.92,58404,NA,Oceania,Micronesia
Moldova,1968,NA,65.03,2.66,3495134,NA,Europe,Eastern Europe
Mongolia,1968,NA,55.43,7.58,1207108,NA,Asia,Eastern Asia
Montenegro,1968,NA,68.78,2.77,524844,NA,Europe,Southern Europe
Morocco,1968,125.4,53.46,6.87,15335173,10661780838,Africa,Northern Africa
Mozambique,1968,183.5,42.78,6.6,8860823,NA,Africa,Eastern Africa
Namibia,1968,62.3,51.71,6.35,737802,NA,Africa,Southern Africa
Nepal,1968,186.8,43.51,5.99,11524132,1615489280,Asia,Southern Asia
Netherlands,1968,13.4,73.6,2.72,12675176,147888940327,Europe,Western Europe
New Caledonia,1968,NA,61.33,5.28,98572,804763047,Oceania,Melanesia
New Zealand,1968,17.5,71.2,3.02,2738283,NA,Oceania,Australia and New Zealand
Nicaragua,1968,121.1,57.47,6.94,2256779,2900067094,Americas,Central America
Niger,1968,134.5,37.88,7.34,4258415,1379660251,Africa,Western Africa
Nigeria,1968,178.2,33.47,6.39,53640547,12748660891,Africa,Western Africa
Norway,1968,14.2,74.07,2.75,3815399,54154948070,Europe,Northern Europe
Oman,1968,169.3,51.62,7.29,679593,2189091628,Asia,Western Asia
Pakistan,1968,147.7,52.95,6.6,55045897,14715011785,Asia,Southern Asia
Panama,1968,54.7,65.65,5.38,1434660,3576148209,Americas,Central America
Papua New Guinea,1968,106.3,44.74,6.21,2313017,1353748650,Oceania,Melanesia
Paraguay,1968,58.9,68.63,6.04,2350900,1764594760,Americas,South America
Peru,1968,108.7,53.74,6.52,12629333,24915797888,Americas,South America
Philippines,1968,57,61.6,6.49,33797041,26789689529,Asia,South-Eastern Asia
Poland,1968,34.4,70.33,2.26,32330582,NA,Europe,Eastern Europe
Portugal,1968,60.2,66.88,3.09,8709805,34798817118,Europe,Southern Europe
Puerto Rico,1968,NA,70.7,3.38,2656275,16087074773,Americas,Caribbean
Qatar,1968,NA,66.64,6.97,93043,NA,Asia,Western Asia
Romania,1968,64.1,68.01,3.61,20055983,NA,Europe,Eastern Europe
Russia,1968,NA,69.17,1.97,128837792,NA,Europe,Eastern Europe
Rwanda,1968,125.5,45.27,8.21,3527260,688319669,Africa,Eastern Africa
St. Lucia,1968,NA,61.45,6.39,101181,NA,Americas,Caribbean
St. Vincent and the Grenadines,1968,NA,64.04,6.35,88615,109785379.3,Americas,Caribbean
Samoa,1968,NA,56.15,7.33,137503,NA,Oceania,Polynesia
Saudi Arabia,1968,NA,53.51,7.27,5389848,37099721527,Asia,Western Asia
Senegal,1968,124,38.9,7.27,3975614,2233798443,Africa,Western Africa
Serbia,1968,NA,67.51,2.42,7998000,NA,Europe,Southern Europe
Seychelles,1968,59.3,63.78,5.9,49985,130326155.4,Africa,Eastern Africa
Sierra Leone,1968,197.3,41.08,6.58,2435197,627570655.5,Africa,Western Africa
Singapore,1968,24.1,66.84,3.58,1998637,7423671459,Asia,South-Eastern Asia
Slovak Republic,1968,NA,70.6,2.54,4470632,NA,Europe,Eastern Europe
Slovenia,1968,NA,69.17,2.31,1651094,NA,Europe,Southern Europe
Solomon Islands,1968,87.3,55.16,6.66,149926,NA,Oceania,Melanesia
South Africa,1968,NA,52.04,5.7,21374931,62205953376,Africa,Southern Africa
Spain,1968,30.1,71.68,2.86,33211168,203302424227,Europe,Southern Europe
Sri Lanka,1968,55.7,63.7,4.61,11940634,3786093206,Asia,Southern Asia
Sudan,1968,96.4,53.36,6.87,9598196,3633227617,Africa,Northern Africa
Suriname,1968,NA,63.89,5.92,359735,NA,Americas,South America
Swaziland,1968,124.1,47.67,6.86,422266,NA,Africa,Southern Africa
Sweden,1968,12.1,73.99,2.07,7936726,119687520926,Europe,Northern Europe
Switzerland,1968,16.2,72.75,2.31,6056358,NA,Europe,Western Europe
Syria,1968,83.2,57.83,7.57,5963248,3219955879,Asia,Western Asia
Tajikistan,1968,NA,60.77,6.78,2743461,NA,Asia,Central Asia
Tanzania,1968,131.4,48.62,6.79,12787494,NA,Africa,Eastern Africa
Thailand,1968,77.8,58.96,5.9,34790945,16178399797,Asia,South-Eastern Asia
Timor-Leste,1968,NA,43.96,6.13,577824,NA,Asia,South-Eastern Asia
Togo,1968,138.8,46.41,6.97,1945781,544636825.4,Africa,Western Africa
Tonga,1968,44.9,63.93,6.37,81096,NA,Oceania,Polynesia
Trinidad and Tobago,1968,45.7,65.5,3.8,931466,4212099333,Americas,Caribbean
Tunisia,1968,134.8,50.56,6.74,4842166,4276383395,Africa,Northern Africa
Turkey,1968,133.1,53.21,5.72,33196289,70004764349,Asia,Western Asia
Turkmenistan,1968,NA,58.42,6.4,2066889,NA,Asia,Central Asia
Uganda,1968,115.5,50.05,7.12,8872866,NA,Africa,Eastern Africa
Ukraine,1968,NA,71.33,2.02,46409007,NA,Europe,Eastern Europe
United Arab Emirates,1968,83.8,59.54,6.74,185312,NA,Asia,Western Asia
United Kingdom,1968,18.7,71.68,2.52,55171084,667606364863,Europe,Northern Europe
United States,1968,21.3,70.42,2.47,205687611,3618250280729,Americas,Northern America
Uruguay,1968,50.5,68.82,2.84,2774771,11232718019,Americas,South America
Uzbekistan,1968,NA,62.83,6.61,11240523,NA,Asia,Central Asia
Vanuatu,1968,83.4,50.56,6.43,80669,NA,Oceania,Melanesia
Venezuela,1968,50.3,64.77,5.81,10881995,62059334863,Americas,South America
West Bank and Gaza,1968,NA,56.45,7.98,1141217,NA,Asia,Western Asia
Vietnam,1968,58.2,60.45,6.49,41195833,NA,Asia,South-Eastern Asia
Yemen,1968,239.2,39.87,7.49,5937125,NA,Asia,Western Asia
Zambia,1968,112.2,52.64,7.41,3916928,2285239764,Africa,Eastern Africa
Zimbabwe,1968,74.7,56.43,7.41,4874113,1946647826,Africa,Eastern Africa
Albania,1969,80.2,67.55,5.16,2099657,NA,Europe,Southern Europe
Algeria,1969,147.7,51.95,7.65,14144437,18134139015,Africa,Northern Africa
Angola,1969,NA,40.95,7.34,6177703,NA,Africa,Middle Africa
Antigua and Barbuda,1969,NA,66.81,3.82,64307,NA,Americas,Caribbean
Argentina,1969,60,66.72,3.06,23605992,153873168802,Americas,South America
Armenia,1969,NA,71.1,3.31,2456370,NA,Asia,Western Asia
Aruba,1969,NA,68.78,3.05,58724,NA,Americas,Caribbean
Australia,1969,18.1,71.11,2.89,12621240,147986737705,Oceania,Australia and New Zealand
Austria,1969,25.3,70.02,2.49,7473058,78426465090,Europe,Western Europe
Azerbaijan,1969,NA,65.14,4.75,5066080,NA,Asia,Western Asia
Bahamas,1969,25.5,64.39,3.57,164250,3041625635,Americas,Caribbean
Bahrain,1969,62.4,62.22,6.69,206469,NA,Asia,Western Asia
Bangladesh,1969,150.4,47.09,6.95,63422570,17873068964,Asia,Southern Asia
Barbados,1969,43.1,65.91,3.28,237911,1353137616,Americas,Caribbean
Belarus,1969,NA,72.47,2.34,8959483,NA,Europe,Eastern Europe
Belgium,1969,21.3,70.63,2.28,9629528,103702824530,Europe,Western Europe
Belize,1969,72.8,65.21,6.32,119260,136564464,Americas,Central America
Benin,1969,159.2,43.31,6.71,2846652,814684760,Africa,Western Africa
Bhutan,1969,186,41.45,6.67,282210,NA,Asia,Southern Asia
Bolivia,1969,147.5,47.05,6.59,4413584,3928616028,Americas,South America
Bosnia and Herzegovina,1969,NA,68.82,2.99,3702834,NA,Europe,Southern Europe
Botswana,1969,88.3,53.73,6.67,671305,242372325.1,Africa,Southern Africa
Brazil,1969,105,59.31,5.17,93585746,175684746848,Americas,South America
Brunei,1969,NA,66.97,5.73,123875,NA,Asia,South-Eastern Asia
Bulgaria,1969,35.8,70.48,2.13,8441214,NA,Europe,Eastern Europe
Burkina Faso,1969,149.7,39.78,6.59,5528172,794234796.3,Africa,Western Africa
Burundi,1969,146.2,42.65,7.29,3392949,431935957.4,Africa,Eastern Africa
Cambodia,1969,NA,44.03,6.58,6902025,NA,Asia,South-Eastern Asia
Cameroon,1969,131.5,48.37,6.16,6600479,3271011438,Africa,Middle Africa
Canada,1969,19.4,72.39,2.41,21089228,269946274608,Americas,Northern America
Cape Verde,1969,121.4,53,6.95,264885,NA,Africa,Western Africa
Central African Republic,1969,139.8,42.57,5.95,1792150,632858495.2,Africa,Middle Africa
Chad,1969,137.3,45.12,6.48,3569778,814245430.4,Africa,Middle Africa
Chile,1969,69.1,61.17,4.2,9377005,20645399593,Americas,South America
China,1969,84.1,59.38,5.67,787191243,83812284610,Asia,Eastern Asia
Colombia,1969,72.7,62.43,5.83,21490948,29681398501,Americas,South America
Comoros,1969,NA,48.09,7.06,223629,NA,Africa,Eastern Africa
"Congo, Dem. Rep.",1969,150.7,47.63,6.19,19458874,6744608852,Africa,Middle Africa
"Congo, Rep.",1969,90.6,52.54,6.24,1296137,883458738.7,Africa,Middle Africa
Costa Rica,1969,62.7,66.84,5.32,1798315,4015824845,Americas,Central America
Cote d'Ivoire,1969,165.4,44.53,7.88,5010962,4185525978,Africa,Western Africa
Croatia,1969,NA,68.22,2.04,4406607,NA,Europe,Southern Europe
Cuba,1969,39,69.32,4.18,8563191,NA,Americas,Caribbean
Cyprus,1969,NA,72.47,2.69,606117,NA,Asia,Western Asia
Czech Republic,1969,NA,69.62,2.01,9798793,NA,Europe,Eastern Europe
Denmark,1969,14.6,73.36,2,4898350,79192454725,Europe,Northern Europe
Djibouti,1969,NA,50.99,6.77,149891,NA,Africa,Eastern Africa
Dominican Republic,1969,87.5,60.16,6.38,4376056,4477113494,Americas,Caribbean
Ecuador,1969,98.2,58.76,6.24,5899842,5152577965,Americas,South America
Egypt,1969,164.3,52.25,6.04,34038147,19253791889,Africa,Northern Africa
El Salvador,1969,108.4,57.24,6.3,3572667,6754033315,Americas,Central America
Equatorial Guinea,1969,NA,40.82,5.67,292014,NA,Africa,Middle Africa
Eritrea,1969,128.7,42.56,6.67,1758668,NA,Africa,Eastern Africa
Estonia,1969,NA,70.4,2.07,1346854,NA,Europe,Northern Europe
Ethiopia,1969,142.5,41.65,6.94,27653622,NA,Africa,Eastern Africa
Fiji,1969,43.5,59.26,4.71,509659,638519147.9,Oceania,Melanesia
Finland,1969,13.9,69.7,1.94,4595807,48136229953,Europe,Northern Europe
France,1969,15.8,71.4,2.56,50466183,568682414708,Europe,Western Europe
French Polynesia,1969,NA,59.83,5.12,106858,940538895.6,Oceania,Polynesia
Gabon,1969,NA,44.74,5.02,578114,1585088962,Africa,Middle Africa
Gambia,1969,128.3,42.3,6.04,435800,233114371,Africa,Western Africa
Georgia,1969,NA,66.93,2.61,4665146,4216537591,Asia,Western Asia
Germany,1969,22.7,70.48,2.17,78038271,NA,Europe,Western Europe
Ghana,1969,120.5,49.78,6.96,8397346,2323729823,Africa,Western Africa
Greece,1969,36.1,70.88,2.37,8732308,54472347989,Europe,Southern Europe
Greenland,1969,NA,64.82,4.58,44703,NA,Americas,Northern America
Grenada,1969,NA,64.27,4.69,94682,NA,Americas,Caribbean
Guatemala,1969,121.2,52.72,6.26,5274726,6448062749,Americas,Central America
Guinea,1969,197.1,37.61,6.17,4160375,NA,Africa,Western Africa
Guinea-Bissau,1969,NA,45.29,5.64,698917,NA,Africa,Western Africa
Guyana,1969,55.6,60.59,5.11,687658,523331735.6,Americas,South America
Haiti,1969,166.6,46.73,5.85,4622209,NA,Americas,Caribbean
Honduras,1969,105.8,54,7.33,2620014,2308355180,Americas,Central America
"Hong Kong, China",1969,NA,71.53,3.55,3928928,21999705847,Asia,Eastern Asia
Hungary,1969,39.9,69.45,2.01,10309211,23770419969,Europe,Eastern Europe
Iceland,1969,13.4,73.9,3.12,201941,2597524666,Europe,Northern Europe
India,1969,144.8,47.93,5.57,541844848,113893564473,Asia,Southern Asia
Indonesia,1969,116.4,52,5.52,111800090,25502789513,Asia,South-Eastern Asia
Iran,1969,163.1,51.67,6.53,27765239,37532993345,Asia,Southern Asia
Iraq,1969,85.1,55.96,7.38,9585576,NA,Asia,Western Asia
Ireland,1969,19.7,71.62,3.82,2918626,NA,Europe,Northern Europe
Israel,1969,NA,70.78,3.81,2775162,26710443176,Asia,Western Asia
Italy,1969,30.9,70.87,2.5,53160056,485632366780,Europe,Southern Europe
Jamaica,1969,46.3,70.36,5.62,1849463,5596151546,Americas,Caribbean
Japan,1969,14.2,71.96,2.08,102323674,1755403369875,Asia,Eastern Asia
Jordan,1969,68.6,60.42,7.97,1553585,NA,Asia,Western Asia
Kazakhstan,1969,NA,62.92,3.6,12897025,NA,Asia,Central Asia
Kenya,1969,93.3,53.19,8.1,10867717,3436338712,Africa,Eastern Africa
Kiribati,1969,100,49.42,6.43,50303,NA,Oceania,Micronesia
South Korea,1969,45.7,60.35,4.62,30811523,58741465078,Asia,Eastern Asia
Kuwait,1969,56.6,68.38,7.33,693876,NA,Asia,Western Asia
Kyrgyz Republic,1969,NA,59.95,4.96,2890720,NA,Asia,Central Asia
Lao,1969,NA,44.41,5.97,2618246,NA,Asia,South-Eastern Asia
Latvia,1969,NA,70.29,1.88,2346012,4590422960,Europe,Northern Europe
